"","PERMCO","GVKEY","SECID","start_date","end_date"
"15473","55350","162146","134202",2015-07-24,2015-12-31
"15474","55351","025129","207650",2015-07-16,2015-12-31
"15475","55352","023882","208101",2015-09-22,2015-12-31
"15476","55353","022964","207626",2015-07-09,2015-12-31
"15477","55354","165513","125135",2015-07-09,2015-12-31
"15478","55355","021282","206338",2015-07-31,2015-12-31
"15479","55356","166751","126675",2015-07-17,2015-12-31
"15480","55357","024597","207766",2015-07-31,2015-12-31
"15481","55358","024482","207909",2015-08-13,2015-12-31
"15482","55359","024855","208028",2015-09-11,2015-12-31
"15483","55360","022675","207607",2015-07-07,2015-12-31
"15484","55361","020299","207742",2015-07-23,2015-12-31
"15485","55362","024911","207652",2015-07-17,2015-12-31
"15486","55363","025377","207744",2015-07-23,2015-12-31
"15487","55364","025348","207751",2015-07-28,2015-12-31
"15488","55365","024176","207586",2015-07-02,2015-12-31
"15489","55366","024076","207649",2015-07-16,2015-12-31
"15490","55367","185689","207610",2015-07-06,2015-12-31
"15491","55368","025327","207651",2015-07-16,2015-12-31
"15492","55369","178073","134012",2015-07-16,2015-12-31
"15493","55370","024501","207654",2015-07-17,2015-12-31
"15494","55371","024515","207763",2015-07-30,2015-12-31
"15495","55372","024600","208029",2015-09-11,2015-12-31
"15496","55373","189757","161678",2015-07-31,2015-12-31
"15497","55374","023537","207503",2015-07-01,2015-12-31
"15498","55375","024525","207648",2015-07-16,2015-12-31
"15499","55376","025483","207752",2015-07-29,2015-12-31
"15500","55377","024508","207653",2015-07-17,2015-12-31
"15501","55378","025179","207628",2015-07-09,2015-12-31
"15502","55379","024249","207584",2015-07-01,2015-12-31
"15503","55380","185164","207747",2015-07-23,2015-12-31
"15504","55381","022180","207585",2015-07-01,2015-12-31
"15505","55382","025600","207857",2015-08-18,2015-12-31
"15506","55383","024990","207849",2015-08-05,2015-12-31
"15507","55384","025219","207910",2015-08-13,2015-12-31
"15508","55386","024861","207862",2015-08-06,2015-12-31
"15509","55388","025974","207982",2015-08-25,2015-12-31
"15510","55389","025077","207856",2015-08-06,2015-12-31
"15511","55390","254381","207921",2015-08-18,2015-12-31
"15512","55391","025105","207895",2015-08-13,2015-12-31
"15513","55392","023936","208293",2015-10-13,2015-12-31
"15514","55393","025349","207900",2015-08-12,2015-12-31
"15515","55394","025424","208310",2015-10-16,2015-12-31
"15516","55395","294007","207846",2015-08-04,2015-12-31
"15517","55396","024905","207852",2015-08-05,2015-12-31
"15518","55397","149360","115932",2015-08-10,2015-12-31
"15519","55398","183860","206006",2015-08-26,2015-12-31
"15520","55399","025128","207854",2015-08-05,2015-12-31
"15521","55400","024611","208031",2015-09-28,2015-12-31
"15522","55401","011538","208062",2015-09-29,2015-12-31
"15523","55402","024481","208054",2015-10-01,2015-12-31
"15524","55403","023247","208064",2015-10-01,2015-12-31
"15525","55404","024601","208038",2015-10-01,2015-12-31
"15526","55405","025654","208478",2015-11-12,2015-12-31
"15527","55406","025772","208308",2015-10-16,2015-12-31
"15528","55407","005395","207989",2015-09-01,2015-12-31
"15529","55408","026148","208063",2015-09-18,2015-12-31
"15530","55409","025770","208405",2015-10-29,2015-12-31
"15531","5541","003917","103812",1982-06-08,2006-07-27
"15532","55410","026146","208059",2015-09-17,2015-12-31
"15533","55411","190572","155116",2015-09-29,2015-12-31
"15534","55412","154773","208010",2015-09-03,2015-12-31
"15535","55413","026115","208006",2015-09-02,2015-12-31
"15536","55414","026238","208140",2015-09-25,2015-12-31
"15537","55417","026147","208065",2015-09-18,2015-12-31
"15538","55419","025157","208302",2015-10-15,2015-12-31
"15539","55421","026156","208313",2015-11-02,2015-12-31
"15540","55422","026351","208321",2015-11-02,2015-12-31
"15541","55423","179048","208419",2015-11-02,2015-12-31
"15542","55424","023864","208389",2015-11-04,2015-12-31
"15543","55425","024896","208309",2015-10-20,2015-12-31
"15544","55426","026410","208407",2015-11-10,2015-12-31
"15545","55427","107154","208237",2015-10-07,2015-12-31
"15546","55428","028787","208218",2015-10-01,2015-12-31
"15547","55429","025756","208243",2015-10-07,2015-12-31
"15548","55430","024998","208381",2015-10-22,2015-12-31
"15549","55431","025466","208380",2015-10-21,2015-12-31
"15550","5545","007504","107108",1990-05-29,2008-01-28
"15551","55450","027810","208311",2015-10-19,2015-12-31
"15552","55451","026270","208245",2015-10-08,2015-12-31
"15553","55452","025904","208234",2015-10-07,2015-12-31
"15554","55453","166447","208399",2015-10-28,2015-12-31
"15555","55454","026149","208486",2015-11-13,2015-12-31
"15556","55455","NA","208595",2015-12-07,2015-12-31
"15557","55456","026112","208247",2015-10-08,2015-12-31
"15558","55457","026197","208383",2015-10-22,2015-12-31
"15559","55458","026273","208212",2015-10-01,2015-12-31
"15560","55459","026187","208314",2015-10-27,2015-12-31
"15561","55460","NA","208600",2015-12-08,2015-12-31
"15562","55461","026094","208203",2015-10-01,2015-12-31
"15563","55462","026269","208408",2015-10-29,2015-12-31
"15564","55463","026123","208220",2015-10-02,2015-12-31
"15565","55464","286433","208390",2015-10-23,2015-12-31
"15566","55465","025905","208404",2015-10-29,2015-12-31
"15567","55466","025539","208246",2015-10-09,2015-12-31
"15568","55467","293919","208299",2015-10-16,2015-12-31
"15569","55468","025898","208219",2015-10-01,2015-12-31
"15570","55469","026434","208398",2015-10-29,2015-12-31
"15571","55470","026304","208492",2015-11-30,2015-12-31
"15572","55471","NA","208460",2015-12-01,2015-12-31
"15573","55472","026321","208487",2015-11-13,2015-12-31
"15574","55473","026521","208488",2015-11-13,2015-12-31
"15575","55474","026367","208503",2015-11-19,2015-12-31
"15576","55475","022266","206161",2015-11-11,2015-12-31
"15577","55476","NA","208594",2015-12-07,2015-12-31
"15578","55477","026349","208500",2015-11-19,2015-12-31
"15579","55478","177949","208479",2015-11-13,2015-12-31
"15580","55479","026335","208515",2015-11-20,2015-12-31
"15581","55480","026347","208476",2015-11-11,2015-12-31
"15582","55481","108979","208449",2015-11-05,2015-12-31
"15583","55482","025527","208441",2015-11-04,2015-12-31
"15584","55483","291758","208516",2015-11-20,2015-12-31
"15585","55484","026081","207975",2015-11-05,2015-12-31
"15586","55485","271607","208481",2015-11-13,2015-12-31
"15587","55486","026368","208499",2015-11-19,2015-12-31
"15588","55487","026381","208502",2015-11-19,2015-12-31
"15589","55488","NA","208551",2015-12-15,2015-12-31
"15590","55489","184727","208456",2015-11-05,2015-12-31
"15591","55490","026341","208477",2015-11-11,2015-12-31
"15592","55491","026340","208475",2015-11-11,2015-12-31
"15593","55492","026337","208459",2015-11-12,2015-12-31
"15594","55493","NA","208677",2015-12-17,2015-12-31
"15595","55495","NA","139294",2015-12-24,2015-12-31
"15596","55501","NA","208698",2015-12-24,2015-12-31
"15597","55503","NA","208683",2015-12-18,2015-12-31
"15598","55504","NA","208678",2015-12-21,2015-12-31
"15599","55506","NA","208597",2015-12-07,2015-12-31
"15600","55507","NA","208682",2015-12-18,2015-12-31
"15601","55508","NA","208687",2015-12-21,2015-12-31
"15602","55509","NA","208617",2015-12-10,2015-12-31
"15603","5555","002962","5181",1982-06-21,1994-02-10
"15604","5570","010452","110946",1995-07-03,2003-07-15
"15605","5573","004731","107360",1992-11-16,1998-07-28
"15606","5575","006408","5525",1982-07-12,1996-03-07
"15607","5576","003700","103645",1982-07-12,2003-10-01
"15608","5577","009298","109751",1982-07-13,2006-11-01
"15609","5578","002930","5178",1989-10-10,1996-02-16
"15610","5580","001082","100984",1982-06-29,2011-08-29
"15611","5588","001849","5068",1982-07-22,1999-05-11
"15612","5589","002951","102943",1982-07-20,2008-05-07
"15613","559","002270","104056",1995-05-26,2009-12-22
"15614","5591","005944","106091",1994-04-28,2001-07-18
"15615","5595","002555","102537",1982-07-30,2012-02-08
"15616","5599","004666","103685",1992-06-29,2010-07-29
"15617","5603","011424","109007",1988-07-21,2002-04-03
"15618","5605","005174","105247",1982-11-01,2003-04-07
"15619","5607","020188","6995",1983-10-03,1996-02-23
"15620","5614","004045","103924",1982-08-26,2003-01-31
"15621","5615","011162","111711",1982-08-26,2001-05-14
"15622","5616","006500","106742",1972-12-13,2009-05-13
"15623","5617","004443","5338",1989-02-09,1998-06-11
"15624","5620","006517","5536",1982-09-03,1999-01-27
"15625","5624","005811","105867",1982-09-07,1986-01-08
"15626","5625","010810","109693",1980-10-01,2003-07-18
"15627","5627","015202","108213",1982-09-02,2006-11-30
"15628","563","002267","102243",1972-12-14,2001-01-18
"15629","5630","030554","112422",1994-02-28,2015-12-31
"15630","5633","009398","111864",1992-11-10,2001-01-29
"15631","5637","009213","5795",1982-09-29,1991-06-24
"15632","5638","002740","5160",1993-08-18,1996-08-09
"15633","5644","011344","6018",1982-10-13,1992-06-16
"15634","5645","006185","106409",1982-11-15,2010-09-10
"15635","5646","003409","5235",1989-07-05,1990-03-19
"15636","5651","007798","107838",1995-05-26,2010-09-30
"15637","5653","011065","111544",1979-06-05,2015-12-31
"15638","5660","008892","109404",1982-10-26,2015-12-31
"15639","5663","001590","5047",1982-11-04,1997-02-18
"15640","5668","007268","107457",1982-10-29,2010-02-03
"15641","5672","010252","110718",1982-11-08,2004-02-12
"15642","5679","017145","111881",1995-02-06,2015-12-31
"15643","568","102254","9384",1972-12-14,1997-09-12
"15644","5680","010254","103838",1984-03-09,1986-04-03
"15645","5684","010317","5906",1991-10-03,1999-03-02
"15646","5686","001244","101203",1992-10-09,2004-07-30
"15647","5687","006638","5546",1990-07-20,2000-01-20
"15648","5691","002846","5168",1982-12-14,1999-10-06
"15649","57","001431","5032",1975-07-21,1992-07-10
"15650","5702","008382","5701",1988-05-27,1999-07-12
"15651","5703","008858","109351",1982-12-01,2015-12-31
"15652","5705","011051","111529",1982-12-01,2015-12-31
"15653","5708","008334","108740",1982-12-03,2015-12-31
"15654","5713","003971","103868",1982-12-07,2011-05-17
"15655","5718","007395","5623",1973-07-18,1997-01-13
"15656","5724","005660","5458",1982-12-10,1996-03-15
"15657","573","004005","103895",1983-09-23,2005-02-07
"15658","5733","005076","5401",1982-12-16,1997-01-24
"15659","5735","004726","116192",1983-07-11,1985-12-13
"15660","5736","008480","108895",1982-12-16,1993-07-13
"15661","5737","002230","102163",1982-12-17,2007-09-25
"15662","574","002482","102405",1979-05-29,2001-03-28
"15663","5742","005508","105583",1998-11-30,2000-09-13
"15664","5756","004381","5333",1982-12-31,2000-11-08
"15665","5760","005928","5483",1972-12-14,1998-10-29
"15666","5767","008846","5752",1984-07-30,2000-11-13
"15667","5768","011088","5993",1971-04-28,1999-01-19
"15668","5773","006601","106839",1986-04-16,1989-10-24
"15669","5778","NA","104709",1983-01-21,1987-11-18
"15670","5780","003504","103400",1995-09-22,2015-12-31
"15671","579","008060","108139",1983-07-07,2015-12-31
"15672","5791","004972","5388",1983-02-01,2000-05-12
"15673","5796","009895","5863",1994-06-01,1996-12-31
"15674","5799","010948","5970",1986-04-22,1996-07-19
"15675","58","001115","101045",1993-03-15,2000-12-18
"15676","5805","006981","107187",1983-02-15,1985-12-02
"15677","5809","007582","107742",1983-03-09,2000-10-30
"15678","581","002467","112067",1985-12-04,2004-08-05
"15679","5813","009718","110170",1983-02-16,2001-05-21
"15680","5814","001382","101331",1994-09-21,2005-09-26
"15681","5816","008973","5766",1985-07-12,1996-12-02
"15682","5817","021686","100869",1993-03-09,2007-08-09
"15683","5818","001895","5072",1989-08-03,1992-07-13
"15684","5820","011062","5990",1983-02-23,1999-06-22
"15685","5822","003935","5295",1993-10-04,1999-11-29
"15686","5828","001562","101438",1983-02-28,2015-12-31
"15687","5831","004457","5339",1983-03-01,1998-09-29
"15688","5833","006886","107123",1993-11-18,2001-02-22
"15689","5837","011508","112045",1983-03-03,2007-05-15
"15690","5838","005961","106120",1983-03-04,2003-12-15
"15691","5839","004854","5376",1987-07-01,1995-10-02
"15692","5841","013053","6256",1983-05-24,1998-06-30
"15693","5842","008534","108955",1983-04-29,1991-12-19
"15694","5848","004807","104913",1989-03-20,2014-01-31
"15695","5850","010431","110927",1983-03-15,1999-04-14
"15696","5856","020019","102580",1983-03-16,2015-12-31
"15697","586","002051","5089",1972-12-14,1998-01-09
"15698","5863","008315","5697",1983-03-18,1997-02-26
"15699","5866","007124","107294",1983-03-18,2015-12-31
"15700","5868","011408","6026",1983-03-22,1996-05-08
"15701","5872","002226","102157",1983-03-22,2003-11-12
"15702","5874","004473","112618",1983-03-23,1991-09-11
"15703","5880","002498","5138",1983-03-24,2000-08-24
"15704","5884","002612","5147",1993-03-01,1997-01-03
"15705","5888","008812","109290",1983-03-29,1995-05-22
"15706","589","002005","108683",1980-01-02,2015-12-31
"15707","5892","002646","5152",1990-09-10,1994-06-08
"15708","5897","006716","102104",1993-10-18,2003-11-25
"15709","59","001121","101050",1992-02-10,2015-12-31
"15710","5901","003461","5244",1983-04-05,1999-11-22
"15711","5902","003824","103727",1983-04-06,2007-10-23
"15712","5904","008863","5754",1993-01-15,1999-12-22
"15713","5908","011896","104801",1983-04-07,2015-12-31
"15714","591","002304","5119",1985-11-27,1997-03-10
"15715","5912","006035","5490",1983-04-11,2000-09-01
"15716","5918","014159","111245",1993-12-29,2004-05-14
"15717","592","002034","102008",1972-12-14,2007-01-09
"15718","5921","005818","105877",1983-04-13,2003-07-24
"15719","5922","008957","5763",1983-04-12,1996-02-15
"15720","5925","006034","106243",1983-04-13,2015-12-31
"15721","5926","017245","111246",1983-04-18,2015-12-31
"15722","5929","005205","105312",1983-04-19,2013-03-14
"15723","5932","012503","104417",1992-08-04,2006-05-22
"15724","5933","005992","5485",1989-03-01,1996-10-15
"15725","5935","003184","103167",1971-07-01,2002-06-07
"15726","594","002281","5115",1972-12-14,1997-01-06
"15727","5941","008148","108455",1983-04-25,2015-12-31
"15728","5943","010648","5941",1983-04-26,1999-05-27
"15729","5949","003116","108269",1994-04-13,2011-04-13
"15730","595","002282","102263",1972-12-14,2015-12-31
"15731","5950","004137","5313",1993-12-13,1996-06-17
"15732","5955","005331","5429",1983-05-04,1998-06-30
"15733","5957","004072","103943",1983-05-04,2015-12-31
"15734","5960","007564","107702",1984-03-09,2001-03-30
"15735","5961","006922","107129",1983-05-05,2009-10-13
"15736","5973","012112","6111",1994-12-20,1998-06-01
"15737","5974","011099","111579",1983-05-10,2015-12-31
"15738","5977","002163","102093",1995-05-17,2012-08-21
"15739","5977","002163","102094",1995-05-17,2011-11-29
"15740","5980","007691","107900",1983-05-12,2013-11-18
"15741","5981","017266","111477",1983-05-12,2011-04-29
"15742","5992","001940","5077",1987-03-26,2000-10-06
"15743","5995","006529","106776",1983-05-13,2014-05-06
"15744","5998","005161","5414",1983-05-19,2000-03-09
"15745","6000","017314","6879",1983-05-20,1999-05-28
"15746","6001","003547","5254",1994-10-31,1996-03-05
"15747","601","002344","5124",1978-04-21,1987-06-30
"15748","6016","003325","5224",1983-05-27,1998-02-17
"15749","6021","008017","108255",1983-05-26,2010-12-31
"15750","6025","007914","108177",1983-05-31,1997-06-20
"15751","6029","009932","5866",1983-06-02,2000-02-01
"15752","603","002295","102270",1981-09-02,2014-11-18
"15753","6038","001939","5076",1983-06-03,1998-03-26
"15754","604","002302","5118",1990-10-16,1998-02-25
"15755","6040","007333","5617",1983-06-03,1997-06-24
"15756","6041","011429","6028",1983-06-03,1996-05-07
"15757","6050","002246","102192",1983-06-07,2006-01-04
"15758","6051","010840","111378",1984-01-16,2015-12-31
"15759","6053","010321","102182",1993-05-21,2005-10-05
"15760","6054","009916","110375",1983-06-08,2015-12-31
"15761","6056","004165","104094",1983-06-15,1985-11-27
"15762","6057","004981","5391",1983-06-08,1996-03-15
"15763","6058","002484","102406",1983-06-09,2006-04-13
"15764","6059","001183","107909",1994-08-15,1998-03-09
"15765","606","001998","101988",1979-10-22,2004-06-30
"15766","6065","006892","5572",1983-06-14,1994-01-19
